18,02/17/2012,DEPOSIT,$14
13,02/18/2012,DEPOSIT,$97
13,02/19/2012,DEPOSIT,$41
19,02/19/2012,WITHDRAWAL,$57
13,02/20/2012,DEPOSIT,$31
13,02/20/2012,DEPOSIT,$52
17,02/21/2012,WITHDRAWAL,$15
24,02/22/2012,WITHDRAWAL,$77
9,02/23/2012,WITHDRAWAL,$76
12,02/23/2012,DEPOSIT,$34
13,02/24/2012,WITHDRAWAL,$95
13,02/24/2012,WITHDRAWAL,$96
11,02/25/2012,DEPOSIT,$19
9,02/26/2012,WITHDRAWAL,$40
24,02/26/2012,DEPOSIT,$62
24,02/27/2012,WITHDRAWAL,$82
13,02/28/2012,DEPOSIT,$93
24,02/28/2012,WITHDRAWAL,$52
12,02/28/2012,WITHDRAWAL,$38
9,02/28/2012,WITHDRAWAL,$68
12,02/28/2012,DEPOSIT,$42
13,02/28/2012,DEPOSIT,$42
12,02/28/2012,DEPOSIT,$28
19,02/28/2012,WITHDRAWAL,$55
11,02/28/2012,DEPOSIT,$1
9,02/29/2012,DEPOSIT,$3
18,03/02/2012,DEPOSIT,$67
20,03/03/2012,DEPOSIT,$64
24,03/03/2012,DEPOSIT,$84
19,03/03/2012,DEPOSIT,$42
12,03/03/2012,WITHDRAWAL,$63
17,03/03/2012,WITHDRAWAL,$51
18,03/04/2012,WITHDRAWAL,$66
12,03/05/2012,DEPOSIT,$26
20,03/05/2012,WITHDRAWAL,$87
20,03/05/2012,DEPOSIT,$55
9,03/06/2012,WITHDRAWAL,$71
24,03/06/2012,WITHDRAWAL,$50
17,03/07/2012,WITHDRAWAL,$23
19,03/08/2012,DEPOSIT,$26
24,03/08/2012,DEPOSIT,$82
13,03/08/2012,DEPOSIT,$77
9,03/09/2012,WITHDRAWAL,$6
12,03/09/2012,DEPOSIT,$32
19,03/09/2012,WITHDRAWAL,$83
12,03/09/2012,WITHDRAWAL,$23
13,03/10/2012,WITHDRAWAL,$30
17,03/11/2012,WITHDRAWAL,$21
9,03/12/2012,DEPOSIT,$76
19,03/12/2012,DEPOSIT,$53
19,03/12/2012,DEPOSIT,$45
18,03/13/2012,DEPOSIT,$67
19,03/14/2012,DEPOSIT,$22
11,03/14/2012,DEPOSIT,$93
13,03/14/2012,WITHDRAWAL,$24
11,03/14/2012,DEPOSIT,$100
17,03/14/2012,DEPOSIT,$46
11,03/14/2012,DEPOSIT,$68
19,03/14/2012,WITHDRAWAL,$60
12,03/15/2012,WITHDRAWAL,$92
9,03/15/2012,DEPOSIT,$12
20,03/15/2012,WITHDRAWAL,$68
20,03/15/2012,DEPOSIT,$35
24,03/16/2012,DEPOSIT,$33
24,03/17/2012,WITHDRAWAL,$28
24,03/17/2012,WITHDRAWAL,$93
9,03/18/2012,DEPOSIT,$83
11,03/18/2012,WITHDRAWAL,$68
24,03/18/2012,WITHDRAWAL,$51
12,03/18/2012,WITHDRAWAL,$37
17,03/19/2012,WITHDRAWAL,$91
17,03/20/2012,WITHDRAWAL,$100
12,03/21/2012,WITHDRAWAL,$92
12,03/22/2012,WITHDRAWAL,$76
24,03/23/2012,WITHDRAWAL,$88
20,03/23/2012,WITHDRAWAL,$37
20,03/24/2012,DEPOSIT,$78
13,03/25/2012,DEPOSIT,$58
24,03/25/2012,WITHDRAWAL,$97
24,03/26/2012,WITHDRAWAL,$54
12,03/26/2012,DEPOSIT,$62
13,03/27/2012,WITHDRAWAL,$89
11,03/27/2012,WITHDRAWAL,$36
17,03/27/2012,DEPOSIT,$33
24,03/28/2012,WITHDRAWAL,$85
24,03/28/2012,WITHDRAWAL,$98
24,03/28/2012,DEPOSIT,$27
18,03/28/2012,WITHDRAWAL,$35
11,03/29/2012,DEPOSIT,$32
12,04/02/2012,DEPOSIT,$90
18,04/02/2012,DEPOSIT,$80
13,04/03/2012,DEPOSIT,$57
24,04/04/2012,WITHDRAWAL,$6
13,04/04/2012,DEPOSIT,$29
19,04/05/2012,WITHDRAWAL,$78
24,04/05/2012,DEPOSIT,$72
13,04/05/2012,WITHDRAWAL,$29
24,04/06/2012,DEPOSIT,$69
13,04/07/2012,WITHDRAWAL,$50
13,04/08/2012,WITHDRAWAL,$81
11,04/09/2012,WITHDRAWAL,$29
9,04/09/2012,WITHDRAWAL,$65
17,04/09/2012,DEPOSIT,$79
18,04/10/2012,DEPOSIT,$13
12,04/10/2012,WITHDRAWAL,$36
13,04/11/2012,WITHDRAWAL,$42
24,04/12/2012,WITHDRAWAL,$68
17,04/13/2012,DEPOSIT,$75
12,04/14/2012,WITHDRAWAL,$72
13,04/15/2012,WITHDRAWAL,$22
9,04/16/2012,DEPOSIT,$42
17,04/16/2012,DEPOSIT,$91
12,04/17/2012,DEPOSIT,$74
9,04/17/2012,WITHDRAWAL,$33
12,04/18/2012,DEPOSIT,$98
11,04/18/2012,DEPOSIT,$58
17,04/19/2012,DEPOSIT,$26
12,04/20/2012,DEPOSIT,$65
24,04/20/2012,DEPOSIT,$35
20,04/21/2012,WITHDRAWAL,$38
18,04/21/2012,DEPOSIT,$99
12,04/21/2012,WITHDRAWAL,$88
24,04/22/2012,DEPOSIT,$15
20,04/23/2012,WITHDRAWAL,$34
20,04/23/2012,WITHDRAWAL,$79
12,04/24/2012,WITHDRAWAL,$1
17,04/25/2012,WITHDRAWAL,$64
9,04/25/2012,WITHDRAWAL,$25
18,04/25/2012,WITHDRAWAL,$45
17,04/25/2012,DEPOSIT,$22
24,04/26/2012,DEPOSIT,$25
13,04/26/2012,WITHDRAWAL,$33
18,04/26/2012,DEPOSIT,$50
12,04/26/2012,WITHDRAWAL,$58
12,04/26/2012,DEPOSIT,$3
24,04/27/2012,WITHDRAWAL,$70
19,04/27/2012,WITHDRAWAL,$93
19,04/28/2012,DEPOSIT,$43
24,04/29/2012,DEPOSIT,$15
11,05/01/2012,DEPOSIT,$28
12,05/01/2012,WITHDRAWAL,$24
17,05/02/2012,WITHDRAWAL,$32
11,05/02/2012,WITHDRAWAL,$32
17,05/02/2012,WITHDRAWAL,$87
11,05/02/2012,WITHDRAWAL,$20
9,05/02/2012,DEPOSIT,$5
11,05/02/2012,DEPOSIT,$33
13,05/03/2012,DEPOSIT,$4
18,05/04/2012,WITHDRAWAL,$21
12,05/05/2012,WITHDRAWAL,$35
19,05/06/2012,WITHDRAWAL,$64
18,05/07/2012,WITHDRAWAL,$34
9,05/08/2012,DEPOSIT,$46
24,05/08/2012,DEPOSIT,$2
17,05/09/2012,DEPOSIT,$14
13,05/09/2012,DEPOSIT,$95
12,05/10/2012,DEPOSIT,$2
11,05/10/2012,WITHDRAWAL,$42
19,05/11/2012,DEPOSIT,$33
12,05/11/2012,DEPOSIT,$3
17,05/11/2012,WITHDRAWAL,$6
13,05/11/2012,WITHDRAWAL,$60
20,05/12/2012,DEPOSIT,$17
19,05/13/2012,DEPOSIT,$64
11,05/13/2012,DEPOSIT,$99
24,05/13/2012,WITHDRAWAL,$42
9,05/14/2012,WITHDRAWAL,$38
24,05/15/2012,WITHDRAWAL,$85
11,05/16/2012,WITHDRAWAL,$37
11,05/16/2012,WITHDRAWAL,$35
11,05/17/2012,DEPOSIT,$37
24,05/17/2012,DEPOSIT,$96
17,05/18/2012,DEPOSIT,$45
9,05/19/2012,WITHDRAWAL,$65
12,05/20/2012,WITHDRAWAL,$54
18,05/20/2012,WITHDRAWAL,$60
20,05/21/2012,DEPOSIT,$80
24,05/21/2012,WITHDRAWAL,$25
20,05/22/2012,WITHDRAWAL,$18
11,05/23/2012,DEPOSIT,$14
17,05/23/2012,WITHDRAWAL,$69
11,05/23/2012,DEPOSIT,$89
20,05/23/2012,DEPOSIT,$38
19,05/24/2012,DEPOSIT,$70
11,05/24/2012,WITHDRAWAL,$57
13,05/25/2012,WITHDRAWAL,$77
19,05/26/2012,DEPOSIT,$95
12,05/27/2012,DEPOSIT,$52
13,05/27/2012,DEPOSIT,$51
24,05/27/2012,WITHDRAWAL,$2
17,05/27/2012,WITHDRAWAL,$51
20,05/27/2012,WITHDRAWAL,$27
13,05/28/2012,WITHDRAWAL,$36
9,05/29/2012,WITHDRAWAL,$29
12,06/02/2012,WITHDRAWAL,$65
17,06/02/2012,WITHDRAWAL,$34
17,06/03/2012,WITHDRAWAL,$50
20,06/04/2012,DEPOSIT,$39
11,06/04/2012,WITHDRAWAL,$48
12,06/05/2012,DEPOSIT,$83
17,06/05/2012,DEPOSIT,$35
12,06/05/2012,WITHDRAWAL,$83
17,06/05/2012,DEPOSIT,$13
12,06/06/2012,WITHDRAWAL,$84
20,06/06/2012,DEPOSIT,$14
13,06/07/2012,DEPOSIT,$28
9,06/08/2012,DEPOSIT,$48
11,06/09/2012,DEPOSIT,$79
18,06/09/2012,DEPOSIT,$81
9,06/10/2012,WITHDRAWAL,$75
9,06/10/2012,DEPOSIT,$80
11,06/10/2012,DEPOSIT,$95
24,06/10/2012,WITHDRAWAL,$93
20,06/10/2012,DEPOSIT,$49
9,06/11/2012,DEPOSIT,$2
11,06/11/2012,DEPOSIT,$22
9,06/12/2012,WITHDRAWAL,$32
24,06/12/2012,WITHDRAWAL,$55
20,06/13/2012,WITHDRAWAL,$78
24,06/13/2012,WITHDRAWAL,$75
18,06/14/2012,WITHDRAWAL,$52
11,06/14/2012,WITHDRAWAL,$16
19,06/15/2012,WITHDRAWAL,$92
18,06/15/2012,WITHDRAWAL,$54
11,06/15/2012,DEPOSIT,$98
9,06/15/2012,WITHDRAWAL,$67
20,06/15/2012,DEPOSIT,$40
17,06/15/2012,DEPOSIT,$40
18,06/16/2012,DEPOSIT,$10
13,06/16/2012,WITHDRAWAL,$87
20,06/17/2012,DEPOSIT,$82
11,06/17/2012,WITHDRAWAL,$9
13,06/18/2012,WITHDRAWAL,$59
24,06/19/2012,DEPOSIT,$98
9,06/20/2012,WITHDRAWAL,$57
9,06/20/2012,DEPOSIT,$48
12,06/21/2012,DEPOSIT,$80
12,06/21/2012,DEPOSIT,$28
19,06/22/2012,DEPOSIT,$1
12,06/22/2012,WITHDRAWAL,$54
17,06/22/2012,DEPOSIT,$40
9,06/23/2012,WITHDRAWAL,$96
19,06/23/2012,DEPOSIT,$92
9,06/24/2012,DEPOSIT,$72
24,06/24/2012,DEPOSIT,$62
20,06/24/2012,WITHDRAWAL,$65
20,06/25/2012,DEPOSIT,$9
18,06/25/2012,WITHDRAWAL,$5
18,06/25/2012,WITHDRAWAL,$24
12,06/25/2012,WITHDRAWAL,$40
12,06/25/2012,DEPOSIT,$62
18,06/25/2012,DEPOSIT,$37
13,06/25/2012,DEPOSIT,$37
20,06/25/2012,DEPOSIT,$26
24,06/25/2012,WITHDRAWAL,$17
18,06/26/2012,DEPOSIT,$91
13,06/26/2012,DEPOSIT,$15
12,06/26/2012,WITHDRAWAL,$11
20,06/27/2012,WITHDRAWAL,$12
11,06/27/2012,DEPOSIT,$95
24,06/28/2012,DEPOSIT,$87
9,06/29/2012,WITHDRAWAL,$56
19,07/02/2012,DEPOSIT,$2
20,07/02/2012,WITHDRAWAL,$92
19,07/02/2012,WITHDRAWAL,$12
24,07/02/2012,WITHDRAWAL,$11
13,07/02/2012,WITHDRAWAL,$48
9,07/02/2012,DEPOSIT,$79
24,07/03/2012,DEPOSIT,$6
13,07/04/2012,WITHDRAWAL,$73
12,07/05/2012,DEPOSIT,$73
19,07/05/2012,DEPOSIT,$98
12,07/05/2012,WITHDRAWAL,$26
13,07/06/2012,DEPOSIT,$55
13,07/07/2012,WITHDRAWAL,$73
19,07/08/2012,DEPOSIT,$96
13,07/08/2012,DEPOSIT,$63
11,07/08/2012,DEPOSIT,$49
19,07/09/2012,DEPOSIT,$27
20,07/10/2012,DEPOSIT,$78
12,07/10/2012,DEPOSIT,$97
13,07/11/2012,DEPOSIT,$24
17,07/12/2012,WITHDRAWAL,$23
20,07/13/2012,DEPOSIT,$86
13,07/14/2012,WITHDRAWAL,$23
17,07/15/2012,WITHDRAWAL,$41
17,07/16/2012,DEPOSIT,$95
11,07/17/2012,WITHDRAWAL,$80
13,07/18/2012,DEPOSIT,$42
11,07/19/2012,DEPOSIT,$6
12,07/20/2012,DEPOSIT,$77
12,07/20/2012,WITHDRAWAL,$57
19,07/21/2012,DEPOSIT,$95
24,07/22/2012,DEPOSIT,$61
18,07/22/2012,DEPOSIT,$66
19,07/23/2012,WITHDRAWAL,$60
19,07/24/2012,DEPOSIT,$19
17,07/24/2012,WITHDRAWAL,$2
12,07/25/2012,DEPOSIT,$11
13,07/26/2012,DEPOSIT,$27
13,07/27/2012,WITHDRAWAL,$10
13,07/27/2012,WITHDRAWAL,$23
9,07/27/2012,DEPOSIT,$16
20,07/27/2012,WITHDRAWAL,$30
12,07/27/2012,DEPOSIT,$84
17,07/27/2012,DEPOSIT,$88
19,07/28/2012,WITHDRAWAL,$52
24,07/28/2012,DEPOSIT,$65
13,07/28/2012,WITHDRAWAL,$85
11,07/29/2012,WITHDRAWAL,$46
20,08/02/2012,DEPOSIT,$14
12,08/03/2012,DEPOSIT,$56
12,08/04/2012,WITHDRAWAL,$86
11,08/04/2012,WITHDRAWAL,$65
24,08/04/2012,DEPOSIT,$76
19,08/05/2012,DEPOSIT,$57
12,08/06/2012,DEPOSIT,$88
20,08/06/2012,DEPOSIT,$46
18,08/07/2012,WITHDRAWAL,$27
12,08/07/2012,WITHDRAWAL,$97
20,08/08/2012,DEPOSIT,$42
19,08/08/2012,WITHDRAWAL,$69
12,08/08/2012,WITHDRAWAL,$58
18,08/09/2012,DEPOSIT,$42
20,08/09/2012,DEPOSIT,$6
24,08/09/2012,WITHDRAWAL,$76
19,08/09/2012,DEPOSIT,$13
19,08/10/2012,WITHDRAWAL,$61
19,08/11/2012,WITHDRAWAL,$55
20,08/11/2012,DEPOSIT,$94
17,08/11/2012,DEPOSIT,$58
19,08/11/2012,WITHDRAWAL,$74
17,08/11/2012,WITHDRAWAL,$47
19,08/12/2012,WITHDRAWAL,$56
24,08/13/2012,WITHDRAWAL,$85
12,08/14/2012,WITHDRAWAL,$21
20,08/14/2012,DEPOSIT,$33
17,08/15/2012,DEPOSIT,$73
13,08/16/2012,WITHDRAWAL,$67
9,08/16/2012,DEPOSIT,$28
19,08/16/2012,DEPOSIT,$9
19,08/17/2012,WITHDRAWAL,$49
18,08/18/2012,DEPOSIT,$54
19,08/18/2012,WITHDRAWAL,$97
18,08/18/2012,WITHDRAWAL,$50
17,08/19/2012,WITHDRAWAL,$35
20,08/20/2012,WITHDRAWAL,$37
18,08/20/2012,DEPOSIT,$2
12,08/21/2012,WITHDRAWAL,$19
24,08/21/2012,WITHDRAWAL,$66
18,08/21/2012,DEPOSIT,$97
12,08/22/2012,DEPOSIT,$47
9,08/22/2012,WITHDRAWAL,$2
19,08/22/2012,WITHDRAWAL,$29
12,08/22/2012,WITHDRAWAL,$48
9,08/22/2012,DEPOSIT,$51
9,08/22/2012,WITHDRAWAL,$15
24,08/22/2012,DEPOSIT,$81
19,08/23/2012,DEPOSIT,$50
9,08/24/2012,WITHDRAWAL,$49
9,08/24/2012,DEPOSIT,$23
24,08/24/2012,WITHDRAWAL,$58
12,08/25/2012,DEPOSIT,$32
11,08/25/2012,DEPOSIT,$34
19,08/26/2012,WITHDRAWAL,$75
11,08/26/2012,WITHDRAWAL,$17
18,08/27/2012,WITHDRAWAL,$67
24,08/27/2012,DEPOSIT,$26
11,08/28/2012,WITHDRAWAL,$80
11,08/29/2012,DEPOSIT,$26
9,09/02/2012,WITHDRAWAL,$53
20,09/02/2012,DEPOSIT,$80
19,09/02/2012,WITHDRAWAL,$66
9,09/02/2012,DEPOSIT,$66
9,09/02/2012,DEPOSIT,$99
20,09/02/2012,DEPOSIT,$15
20,09/03/2012,WITHDRAWAL,$12
19,09/04/2012,DEPOSIT,$70
24,09/05/2012,DEPOSIT,$52
18,09/06/2012,DEPOSIT,$61
18,09/06/2012,WITHDRAWAL,$87
17,09/07/2012,DEPOSIT,$68
20,09/07/2012,WITHDRAWAL,$17
18,09/08/2012,DEPOSIT,$51
12,09/08/2012,WITHDRAWAL,$18
18,09/08/2012,DEPOSIT,$86
11,09/09/2012,DEPOSIT,$89
19,09/10/2012,WITHDRAWAL,$39
11,09/10/2012,WITHDRAWAL,$47
12,09/11/2012,DEPOSIT,$62
17,09/12/2012,WITHDRAWAL,$24
17,09/12/2012,WITHDRAWAL,$22
11,09/12/2012,DEPOSIT,$6
11,09/13/2012,WITHDRAWAL,$15
12,09/13/2012,DEPOSIT,$91
19,09/13/2012,WITHDRAWAL,$60
17,09/14/2012,WITHDRAWAL,$77
13,09/15/2012,DEPOSIT,$15
13,09/15/2012,WITHDRAWAL,$2
19,09/15/2012,WITHDRAWAL,$69
9,09/16/2012,DEPOSIT,$86
20,09/17/2012,WITHDRAWAL,$40
17,09/17/2012,DEPOSIT,$62
11,09/17/2012,WITHDRAWAL,$1
11,09/18/2012,WITHDRAWAL,$70
13,09/19/2012,WITHDRAWAL,$7
17,09/20/2012,DEPOSIT,$11
9,09/21/2012,DEPOSIT,$34
18,09/22/2012,DEPOSIT,$88
9,09/22/2012,WITHDRAWAL,$99
19,09/23/2012,WITHDRAWAL,$7
9,09/23/2012,WITHDRAWAL,$90
13,09/24/2012,WITHDRAWAL,$3
19,09/24/2012,DEPOSIT,$100
19,09/25/2012,DEPOSIT,$45
24,09/26/2012,DEPOSIT,$90
11,09/26/2012,WITHDRAWAL,$36
20,09/27/2012,WITHDRAWAL,$29
19,09/28/2012,WITHDRAWAL,$95
11,09/29/2012,DEPOSIT,$21
24,10/02/2012,WITHDRAWAL,$36
9,10/02/2012,DEPOSIT,$97
9,10/03/2012,DEPOSIT,$26
18,10/04/2012,WITHDRAWAL,$64
19,10/04/2012,WITHDRAWAL,$43
13,10/05/2012,DEPOSIT,$25
20,10/05/2012,DEPOSIT,$2
12,10/05/2012,DEPOSIT,$75
17,10/06/2012,WITHDRAWAL,$82
9,10/07/2012,DEPOSIT,$36
18,10/08/2012,DEPOSIT,$87
18,10/09/2012,DEPOSIT,$1
18,10/09/2012,WITHDRAWAL,$11
11,10/10/2012,DEPOSIT,$77
24,10/10/2012,WITHDRAWAL,$88
12,10/10/2012,DEPOSIT,$40
20,10/10/2012,DEPOSIT,$63
19,10/11/2012,DEPOSIT,$73
19,10/11/2012,WITHDRAWAL,$57
9,10/12/2012,WITHDRAWAL,$53
18,10/13/2012,DEPOSIT,$13
9,10/13/2012,DEPOSIT,$99
12,10/14/2012,WITHDRAWAL,$80
13,10/14/2012,WITHDRAWAL,$38
13,10/15/2012,DEPOSIT,$89
19,10/16/2012,WITHDRAWAL,$94
12,10/17/2012,DEPOSIT,$28
13,10/18/2012,DEPOSIT,$28
18,10/18/2012,WITHDRAWAL,$43
19,10/18/2012,WITHDRAWAL,$45
12,10/19/2012,DEPOSIT,$65
12,10/19/2012,WITHDRAWAL,$31
24,10/19/2012,DEPOSIT,$74
19,10/19/2012,DEPOSIT,$97
18,10/20/2012,WITHDRAWAL,$8
19,10/20/2012,WITHDRAWAL,$88
20,10/20/2012,WITHDRAWAL,$82
11,10/21/2012,DEPOSIT,$34
20,10/21/2012,WITHDRAWAL,$20
18,10/21/2012,DEPOSIT,$5
12,10/21/2012,WITHDRAWAL,$64
17,10/22/2012,DEPOSIT,$59
20,10/22/2012,WITHDRAWAL,$83
13,10/22/2012,DEPOSIT,$46
24,10/23/2012,DEPOSIT,$84
9,10/23/2012,DEPOSIT,$29
11,10/23/2012,WITHDRAWAL,$59
19,10/24/2012,WITHDRAWAL,$100
12,10/24/2012,DEPOSIT,$37
9,10/25/2012,DEPOSIT,$25
12,10/25/2012,DEPOSIT,$75
17,10/26/2012,DEPOSIT,$13
17,10/27/2012,WITHDRAWAL,$29
19,10/28/2012,WITHDRAWAL,$29
19,10/29/2012,WITHDRAWAL,$49
18,11/01/2012,WITHDRAWAL,$20
9,11/01/2012,DEPOSIT,$61
11,11/01/2012,DEPOSIT,$5
12,11/01/2012,WITHDRAWAL,$48
13,11/01/2012,WITHDRAWAL,$59
19,11/02/2012,WITHDRAWAL,$12
20,11/02/2012,WITHDRAWAL,$24
18,11/03/2012,WITHDRAWAL,$74
24,11/03/2012,DEPOSIT,$1
19,11/03/2012,DEPOSIT,$28
17,11/04/2012,DEPOSIT,$25
9,11/05/2012,WITHDRAWAL,$23
19,11/06/2012,WITHDRAWAL,$7
13,11/07/2012,DEPOSIT,$86
9,11/08/2012,DEPOSIT,$92
9,11/09/2012,WITHDRAWAL,$20
18,11/10/2012,DEPOSIT,$95
19,11/11/2012,DEPOSIT,$92
19,11/11/2012,DEPOSIT,$72
24,11/11/2012,DEPOSIT,$67
13,11/11/2012,WITHDRAWAL,$17
12,11/11/2012,WITHDRAWAL,$46
12,11/12/2012,DEPOSIT,$45
9,11/12/2012,DEPOSIT,$28
20,11/12/2012,WITHDRAWAL,$40
11,11/12/2012,WITHDRAWAL,$11
9,11/12/2012,DEPOSIT,$87
9,11/13/2012,WITHDRAWAL,$30
12,11/13/2012,WITHDRAWAL,$41
12,11/14/2012,DEPOSIT,$18
12,11/15/2012,DEPOSIT,$23
12,11/16/2012,WITHDRAWAL,$79
12,11/16/2012,WITHDRAWAL,$6
17,11/17/2012,WITHDRAWAL,$73
19,11/17/2012,WITHDRAWAL,$87
9,11/18/2012,WITHDRAWAL,$10
20,11/18/2012,DEPOSIT,$12
12,11/19/2012,WITHDRAWAL,$26
13,11/20/2012,WITHDRAWAL,$3
11,11/20/2012,WITHDRAWAL,$25
19,11/20/2012,DEPOSIT,$92
19,11/21/2012,DEPOSIT,$83
19,11/21/2012,WITHDRAWAL,$9
11,11/22/2012,WITHDRAWAL,$13
19,11/23/2012,WITHDRAWAL,$72
13,11/23/2012,DEPOSIT,$21
20,11/23/2012,DEPOSIT,$46
17,11/24/2012,WITHDRAWAL,$22
19,11/24/2012,DEPOSIT,$11
20,11/25/2012,WITHDRAWAL,$23
17,11/26/2012,DEPOSIT,$35
11,11/27/2012,DEPOSIT,$86
18,11/28/2012,WITHDRAWAL,$93
24,11/29/2012,DEPOSIT,$43
24,12/01/2012,DEPOSIT,$72
20,12/01/2012,DEPOSIT,$8
17,12/02/2012,WITHDRAWAL,$100
18,12/02/2012,DEPOSIT,$47
13,12/03/2012,DEPOSIT,$82
17,12/03/2012,WITHDRAWAL,$27
13,12/04/2012,WITHDRAWAL,$94
19,12/05/2012,WITHDRAWAL,$20
13,12/05/2012,WITHDRAWAL,$96
24,12/05/2012,DEPOSIT,$97
9,12/05/2012,WITHDRAWAL,$87
12,12/05/2012,DEPOSIT,$82
24,12/05/2012,DEPOSIT,$99
11,12/06/2012,DEPOSIT,$48
12,12/06/2012,WITHDRAWAL,$96
13,12/07/2012,DEPOSIT,$13
11,12/07/2012,DEPOSIT,$38
20,12/08/2012,WITHDRAWAL,$36
9,12/09/2012,DEPOSIT,$61
12,12/10/2012,WITHDRAWAL,$71
17,12/11/2012,WITHDRAWAL,$76
24,12/11/2012,DEPOSIT,$40
11,12/11/2012,DEPOSIT,$1
18,12/12/2012,DEPOSIT,$43
12,12/12/2012,WITHDRAWAL,$84
20,12/12/2012,DEPOSIT,$17
12,12/12/2012,DEPOSIT,$9
9,12/13/2012,DEPOSIT,$57
11,12/14/2012,WITHDRAWAL,$23
11,12/14/2012,DEPOSIT,$23
20,12/14/2012,WITHDRAWAL,$11
24,12/15/2012,DEPOSIT,$79
17,12/16/2012,DEPOSIT,$11
24,12/16/2012,DEPOSIT,$36
18,12/16/2012,DEPOSIT,$99
24,12/17/2012,DEPOSIT,$63
9,12/17/2012,WITHDRAWAL,$38
11,12/18/2012,WITHDRAWAL,$26
19,12/19/2012,WITHDRAWAL,$26
19,12/19/2012,DEPOSIT,$91
20,12/19/2012,WITHDRAWAL,$43
11,12/19/2012,WITHDRAWAL,$97
20,12/19/2012,WITHDRAWAL,$20
19,12/19/2012,WITHDRAWAL,$36
18,12/20/2012,WITHDRAWAL,$35
9,12/20/2012,WITHDRAWAL,$46
13,12/21/2012,WITHDRAWAL,$1
11,12/21/2012,WITHDRAWAL,$85
13,12/22/2012,WITHDRAWAL,$90
24,12/22/2012,WITHDRAWAL,$75
19,12/23/2012,WITHDRAWAL,$10
19,12/24/2012,WITHDRAWAL,$58
19,12/24/2012,DEPOSIT,$35
13,12/25/2012,DEPOSIT,$67
13,12/26/2012,DEPOSIT,$37
